

--- Inversion on [256, 128] grid with wTVReg and alpha=1.0 --- 

 i.LS	       F	       R	alpha[1]	   Jc/J0	 #Active
   .1	1.02e-02	4.91e-04			9.96e-01
 13.0	1.02e-02	4.91e-04	7.28e-05	9.96e-01	28188
   .1	1.02e-02	4.94e-04			9.96e-01
 14.0	1.02e-02	4.94e-04	7.28e-05	9.96e-01	28223
   .1	1.02e-02	4.95e-04			9.96e-01
 15.0	1.02e-02	4.95e-04	7.28e-05	9.96e-01	28217
   .1	1.02e-02	4.97e-04			9.96e-01
 16.0	1.02e-02	4.97e-04	7.28e-05	9.96e-01	28447
   .1	1.02e-02	4.99e-04			9.95e-01
 17.0	1.02e-02	4.99e-04	7.28e-05	9.95e-01	28247
   .1	1.02e-02	5.01e-04			9.95e-01
 18.0	1.02e-02	5.01e-04	7.28e-05	9.95e-01	28459
   .1	1.02e-02	5.02e-04			9.95e-01
 19.0	1.02e-02	5.02e-04	7.28e-05	9.95e-01	28282
   .1	1.02e-02	5.03e-04			9.95e-01
 20.0	1.02e-02	5.03e-04	7.28e-05	9.95e-01	28477
   .1	1.02e-02	5.04e-04			9.95e-01
projGN iterated maxIter=20 times but reached only stepNorm of 0.02274010042163843 instead 0.001.


--- Inversion on [256, 128] grid with wTVReg and alpha=4.520353656360241e-5 --- 

 i.LS	       F	       R	alpha[1]	   Jc/J0	 #Active
  1.0	1.02e-02	3.13e-04	4.52e-05	1.00e+00	28315
   .1	1.02e-02	3.16e-04			1.00e+00
  2.0	1.02e-02	3.16e-04	4.52e-05	1.00e+00	28582
   .1	1.02e-02	3.17e-04			1.00e+00
  3.0	1.02e-02	3.17e-04	4.52e-05	1.00e+00	28362
   .1	1.02e-02	3.19e-04			9.99e-01
  4.0	1.02e-02	3.19e-04	4.52e-05	9.99e-01	28658
   .1	1.02e-02	3.20e-04			9.99e-01
  5.0	1.02e-02	3.20e-04	4.52e-05	9.99e-01	28492
   .1	1.02e-02	3.21e-04			9.99e-01
  6.0	1.02e-02	3.21e-04	4.52e-05	9.99e-01	28747
   .1	1.02e-02	3.22e-04			9.99e-01
  7.0	1.02e-02	3.22e-04	4.52e-05	9.99e-01	28568
   .1	1.02e-02	3.23e-04			9.99e-01
  8.0	1.02e-02	3.23e-04	4.52e-05	9.99e-01	28773
   .1	1.02e-02	3.24e-04			9.99e-01
  9.0	1.02e-02	3.24e-04	4.52e-05	9.99e-01	28645
   .1	1.02e-02	3.25e-04			9.99e-01
 10.0	1.02e-02	3.25e-04	4.52e-05	9.99e-01	28819
   .1	1.02e-02	3.26e-04			9.99e-01
 11.0	1.02e-02	3.26e-04	4.52e-05	9.99e-01	28731
   .1	1.02e-02	3.27e-04			9.98e-01
 12.0	1.02e-02	3.27e-04	4.52e-05	9.98e-01	28882
   .1	1.02e-02	3.28e-04			9.98e-01
 13.0	1.02e-02	3.28e-04	4.52e-05	9.98e-01	28777
   .1	1.02e-02	3.28e-04			9.98e-01
 14.0	1.02e-02	3.28e-04	4.52e-05	9.98e-01	28923
   .1	1.02e-02	3.29e-04			9.98e-01
 15.0	1.02e-02	3.29e-04	4.52e-05	9.98e-01	28834
   .1	1.02e-02	3.30e-04			9.98e-01
 16.0	1.02e-02	3.30e-04	4.52e-05	9.98e-01	28948
   .1	1.02e-02	3.31e-04			9.98e-01
 17.0	1.02e-02	3.31e-04	4.52e-05	9.98e-01	28888
   .1	1.02e-02	3.31e-04			9.98e-01
 18.0	1.02e-02	3.31e-04	4.52e-05	9.98e-01	28993
   .1	1.02e-02	3.32e-04			9.98e-01
 19.0	1.02e-02	3.32e-04	4.52e-05	9.98e-01	28953
   .1	1.02e-02	3.33e-04			9.98e-01
 20.0	1.02e-02	3.33e-04	4.52e-05	9.98e-01	29035
   .1	1.02e-02	3.33e-04			9.98e-01
projGN iterated maxIter=20 times but reached only stepNorm of 0.03183168757047539 instead 0.001.


--- Inversion on [256, 128] grid with wTVReg and alpha=2.8072162039411757e-5 --- 

 i.LS	       F	       R	alpha[1]	   Jc/J0	 #Active
  1.0	1.02e-02	2.07e-04	2.81e-05	1.00e+00	29002
   .1	1.02e-02	2.09e-04			1.00e+00
  2.0	1.02e-02	2.09e-04	2.81e-05	1.00e+00	29126
   .1	1.02e-02	2.09e-04			1.00e+00
  3.0	1.02e-02	2.09e-04	2.81e-05	1.00e+00	28964
   .1	1.02e-02	2.10e-04			1.00e+00
  4.0	1.02e-02	2.10e-04	2.81e-05	1.00e+00	29262
   .1	1.02e-02	2.10e-04			1.00e+00
  5.0	1.02e-02	2.10e-04	2.81e-05	1.00e+00	29050
   .1	1.02e-02	2.12e-04			9.99e-01
  6.0	1.02e-02	2.12e-04	2.81e-05	9.99e-01	29348
   .1	1.02e-02	2.12e-04			9.99e-01
  7.0	1.02e-02	2.12e-04	2.81e-05	9.99e-01	29046
   .1	1.02e-02	2.13e-04			9.99e-01
  8.0	1.02e-02	2.13e-04	2.81e-05	9.99e-01	29273
   .1	1.02e-02	2.13e-04			9.99e-01
  9.0	1.02e-02	2.13e-04	2.81e-05	9.99e-01	29254
   .1	1.02e-02	2.14e-04			9.99e-01
 10.0	1.02e-02	2.14e-04	2.81e-05	9.99e-01	29255
   .1	1.02e-02	2.15e-04			9.99e-01
 11.0	1.02e-02	2.15e-04	2.81e-05	9.99e-01	29244
   .1	1.02e-02	2.15e-04			9.99e-01
 12.0	1.02e-02	2.15e-04	2.81e-05	9.99e-01	29188
   .1	1.02e-02	2.16e-04			9.99e-01
 13.0	1.02e-02	2.16e-04	2.81e-05	9.99e-01	29214
   .1	1.01e-02	2.16e-04			9.99e-01
 14.0	1.01e-02	2.16e-04	2.81e-05	9.99e-01	29176
   .1	1.01e-02	2.17e-04			9.99e-01
 15.0	1.01e-02	2.17e-04	2.81e-05	9.99e-01	29256
   .1	1.01e-02	2.17e-04			9.99e-01
 16.0	1.01e-02	2.17e-04	2.81e-05	9.99e-01	29217
   .1	1.01e-02	2.18e-04			9.99e-01
 17.0	1.01e-02	2.18e-04	2.81e-05	9.99e-01	29288
   .1	1.01e-02	2.18e-04			9.98e-01
 18.0	1.01e-02	2.18e-04	2.81e-05	9.98e-01	29248
   .1	1.01e-02	2.19e-04			9.98e-01
 19.0	1.01e-02	2.19e-04	2.81e-05	9.98e-01	29310
   .1	1.01e-02	2.19e-04			9.98e-01
 20.0	1.01e-02	2.19e-04	2.81e-05	9.98e-01	29289
   .1	1.01e-02	2.20e-04			9.98e-01
projGN iterated maxIter=20 times but reached only stepNorm of 0.0340414826977522 instead 0.001.


--- Inversion on [256, 128] grid with wTVReg and alpha=1.7433288221999873e-5 --- 

 i.LS	       F	       R	alpha[1]	   Jc/J0	 #Active
  1.0	1.01e-02	1.37e-04	1.74e-05	1.00e+00	29337
   .1	1.01e-02	1.38e-04			1.00e+00
  2.0	1.01e-02	1.38e-04	1.74e-05	1.00e+00	29404
   .1	1.01e-02	1.38e-04			1.00e+00
  3.0	1.01e-02	1.38e-04	1.74e-05	1.00e+00	29374
   .1	1.01e-02	1.39e-04			1.00e+00
  4.0	1.01e-02	1.39e-04	1.74e-05	1.00e+00	29459
   .1	1.01e-02	1.39e-04			1.00e+00
  5.0	1.01e-02	1.39e-04	1.74e-05	1.00e+00	29445
   .1	1.01e-02	1.40e-04			9.99e-01
  6.0	1.01e-02	1.40e-04	1.74e-05	9.99e-01	29501
   .1	1.01e-02	1.40e-04			9.99e-01
  7.0	1.01e-02	1.40e-04	1.74e-05	9.99e-01	29488
   .1	1.01e-02	1.41e-04			9.99e-01
  8.0	1.01e-02	1.41e-04	1.74e-05	9.99e-01	29531
   .1	1.01e-02	1.41e-04			9.99e-01
  9.0	1.01e-02	1.41e-04	1.74e-05	9.99e-01	29532
   .1	1.01e-02	1.41e-04			9.99e-01
 10.0	1.01e-02	1.41e-04	1.74e-05	9.99e-01	29561
   .1	1.01e-02	1.42e-04			9.99e-01
 11.0	1.01e-02	1.42e-04	1.74e-05	9.99e-01	29567
   .1	1.01e-02	1.42e-04			9.99e-01
 12.0	1.01e-02	1.42e-04	1.74e-05	9.99e-01	29617
   .1	1.01e-02	1.43e-04			9.99e-01
 13.0	1.01e-02	1.43e-04	1.74e-05	9.99e-01	29569
   .1	1.01e-02	1.43e-04			9.99e-01
 14.0	1.01e-02	1.43e-04	1.74e-05	9.99e-01	29643
   .1	1.01e-02	1.44e-04			9.99e-01
 15.0	1.01e-02	1.44e-04	1.74e-05	9.99e-01	29641
   .1	1.01e-02	1.44e-04			9.99e-01
 16.0	1.01e-02	1.44e-04	1.74e-05	9.99e-01	29682
   .1	1.01e-02	1.44e-04			9.99e-01
 17.0	1.01e-02	1.44e-04	1.74e-05	9.99e-01	29676
   .1	1.01e-02	1.45e-04			9.99e-01
 18.0	1.01e-02	1.45e-04	1.74e-05	9.99e-01	29702
   .1	1.01e-02	1.45e-04			9.99e-01
 19.0	1.01e-02	1.45e-04	1.74e-05	9.99e-01	29714
   .1	1.01e-02	1.45e-04			9.98e-01
 20.0	1.01e-02	1.45e-04	1.74e-05	9.98e-01	29710
   .1	1.01e-02	1.46e-04			9.98e-01
projGN iterated maxIter=20 times but reached only stepNorm of 0.02079619051056092 instead 0.001.


--- Inversion on [256, 128] grid with wTVReg and alpha=1.082636733874054e-5 --- 

 i.LS	       F	       R	alpha[1]	   Jc/J0	 #Active
  1.0	1.01e-02	9.04e-05	1.08e-05	1.00e+00	29731
   .1	1.01e-02	9.11e-05			1.00e+00
  2.0	1.01e-02	9.11e-05	1.08e-05	1.00e+00	29839
   .1	1.01e-02	9.12e-05			1.00e+00
  3.0	1.01e-02	9.12e-05	1.08e-05	1.00e+00	29730
   .1	1.01e-02	9.17e-05			1.00e+00
  4.0	1.01e-02	9.17e-05	1.08e-05	1.00e+00	29922
   .1	1.01e-02	9.19e-05			1.00e+00
  5.0	1.01e-02	9.19e-05	1.08e-05	1.00e+00	29765
   .1	1.01e-02	9.23e-05			1.00e+00
  6.0	1.01e-02	9.23e-05	1.08e-05	1.00e+00	29975
   .1	1.01e-02	9.24e-05			1.00e+00
  7.0	1.01e-02	9.24e-05	1.08e-05	1.00e+00	29848
   .1	1.01e-02	9.29e-05			1.00e+00
  8.0	1.01e-02	9.29e-05	1.08e-05	1.00e+00	30031
   .1	1.01e-02	9.30e-05			9.99e-01
  9.0	1.01e-02	9.30e-05	1.08e-05	9.99e-01	29791
   .1	1.01e-02	9.37e-05			9.99e-01
 10.0	1.01e-02	9.37e-05	1.08e-05	9.99e-01	30140
   .1	1.01e-02	9.40e-05			9.99e-01
 11.0	1.01e-02	9.40e-05	1.08e-05	9.99e-01	30091
   .1	1.01e-02	9.43e-05			9.99e-01
 12.0	1.01e-02	9.43e-05	1.08e-05	9.99e-01	30139
   .1	1.01e-02	9.45e-05			9.99e-01
 13.0	1.01e-02	9.45e-05	1.08e-05	9.99e-01	30134
   .1	1.01e-02	9.47e-05			9.99e-01
 14.0	1.01e-02	9.47e-05	1.08e-05	9.99e-01	30097
   .1	1.01e-02	9.49e-05			9.99e-01
 15.0	1.01e-02	9.49e-05	1.08e-05	9.99e-01	30271
   .1	1.01e-02	9.52e-05			9.99e-01
 16.0	1.01e-02	9.52e-05	1.08e-05	9.99e-01	30175
   .1	1.01e-02	9.54e-05			9.99e-01
 17.0	1.01e-02	9.54e-05	1.08e-05	9.99e-01	30307
   .1	1.01e-02	9.57e-05			9.99e-01
 18.0	1.01e-02	9.57e-05	1.08e-05	9.99e-01	30190
   .1	1.01e-02	9.58e-05			9.99e-01
 19.0	1.01e-02	9.58e-05	1.08e-05	9.99e-01	30283
   .1	1.01e-02	9.62e-05			9.99e-01
 20.0	1.01e-02	9.62e-05	1.08e-05	9.99e-01	30317
   .1	1.01e-02	9.63e-05			9.99e-01
projGN iterated maxIter=20 times but reached only stepNorm of 0.01686395787796882 instead 0.001.


--- Inversion on [256, 128] grid with wTVReg and alpha=6.723357536499335e-6 --- 

 i.LS	       F	       R	alpha[1]	   Jc/J0	 #Active
  1.0	1.01e-02	5.98e-05	6.72e-06	1.00e+00	30277
   .1	1.01e-02	6.03e-05			1.00e+00
  2.0	1.01e-02	6.03e-05	6.72e-06	1.00e+00	30484
   .1	1.01e-02	6.04e-05			1.00e+00
  3.0	1.01e-02	6.04e-05	6.72e-06	1.00e+00	30437
   .1	1.01e-02	6.06e-05			1.00e+00
  4.0	1.01e-02	6.06e-05	6.72e-06	1.00e+00	30530
   .1	1.01e-02	6.07e-05			1.00e+00
  5.0	1.01e-02	6.07e-05	6.72e-06	1.00e+00	30548
   .1	1.01e-02	6.08e-05			1.00e+00
  6.0	1.01e-02	6.08e-05	6.72e-06	1.00e+00	30560
   .1	1.01e-02	6.09e-05			1.00e+00
  7.0	1.01e-02	6.09e-05	6.72e-06	1.00e+00	30567
   .1	1.01e-02	6.10e-05			1.00e+00
  8.0	1.01e-02	6.10e-05	6.72e-06	1.00e+00	30589
   .1	1.01e-02	6.11e-05			1.00e+00
  9.0	1.01e-02	6.11e-05	6.72e-06	1.00e+00	30570
   .1	1.01e-02	6.12e-05			1.00e+00
 10.0	1.01e-02	6.12e-05	6.72e-06	1.00e+00	30629
   .1	1.01e-02	6.13e-05			1.00e+00
 11.0	1.01e-02	6.13e-05	6.72e-06	1.00e+00	30591
   .1	1.01e-02	6.14e-05			1.00e+00
 12.0	1.01e-02	6.14e-05	6.72e-06	1.00e+00	30657
   .1	1.01e-02	6.15e-05			1.00e+00
 13.0	1.01e-02	6.15e-05	6.72e-06	1.00e+00	30607
   .1	1.01e-02	6.16e-05			1.00e+00
 14.0	1.01e-02	6.16e-05	6.72e-06	1.00e+00	30685
   .1	1.01e-02	6.17e-05			1.00e+00
 15.0	1.01e-02	6.17e-05	6.72e-06	1.00e+00	30663
   .1	1.01e-02	6.18e-05			1.00e+00
 16.0	1.01e-02	6.18e-05	6.72e-06	1.00e+00	30701
   .1	1.01e-02	6.18e-05			1.00e+00
 17.0	1.01e-02	6.18e-05	6.72e-06	1.00e+00	30609
   .1	1.01e-02	6.19e-05			1.00e+00
 18.0	1.01e-02	6.19e-05	6.72e-06	1.00e+00	30739
   .1	1.01e-02	6.20e-05			1.00e+00
 19.0	1.01e-02	6.20e-05	6.72e-06	1.00e+00	30705
   .1	1.01e-02	6.21e-05			1.00e+00
 20.0	1.01e-02	6.21e-05	6.72e-06	1.00e+00	30771
   .1	1.01e-02	6.21e-05			1.00e+00
projGN iterated maxIter=20 times but reached only stepNorm of 0.031318615976388964 instead 0.001.


--- Inversion on [256, 128] grid with wTVReg and alpha=4.1753189365604e-6 --- 

 i.LS	       F	       R	alpha[1]	   Jc/J0	 #Active
  1.0	1.01e-02	3.86e-05	4.18e-06	1.00e+00	30754
   .1	1.01e-02	3.87e-05			1.00e+00
  2.0	1.01e-02	3.87e-05	4.18e-06	1.00e+00	30816
   .1	1.01e-02	3.87e-05			1.00e+00
  3.0	1.01e-02	3.87e-05	4.18e-06	1.00e+00	30736
   .1	1.01e-02	3.88e-05			1.00e+00
  4.0	1.01e-02	3.88e-05	4.18e-06	1.00e+00	30852
   .1	1.01e-02	3.89e-05			1.00e+00
  5.0	1.01e-02	3.89e-05	4.18e-06	1.00e+00	30777
   .1	1.01e-02	3.90e-05			1.00e+00
  6.0	1.01e-02	3.90e-05	4.18e-06	1.00e+00	30890
   .1	1.01e-02	3.90e-05			1.00e+00
  7.0	1.01e-02	3.90e-05	4.18e-06	1.00e+00	30838
   .1	1.01e-02	3.91e-05			1.00e+00
  8.0	1.01e-02	3.91e-05	4.18e-06	1.00e+00	30927
   .1	1.01e-02	3.91e-05			1.00e+00
  9.0	1.01e-02	3.91e-05	4.18e-06	1.00e+00	30820
   .1	1.01e-02	3.92e-05			1.00e+00
 10.0	1.01e-02	3.92e-05	4.18e-06	1.00e+00	30959
   .1	1.01e-02	3.92e-05			1.00e+00
 11.0	1.01e-02	3.92e-05	4.18e-06	1.00e+00	30874
   .1	1.01e-02	3.93e-05			1.00e+00
 12.0	1.01e-02	3.93e-05	4.18e-06	1.00e+00	30995
   .1	1.01e-02	3.93e-05			1.00e+00
 13.0	1.01e-02	3.93e-05	4.18e-06	1.00e+00	30927
   .1	1.01e-02	3.94e-05			1.00e+00
 14.0	1.01e-02	3.94e-05	4.18e-06	1.00e+00	31024
   .1	1.01e-02	3.94e-05			1.00e+00
 15.0	1.01e-02	3.94e-05	4.18e-06	1.00e+00	30971
   .1	1.01e-02	3.95e-05			1.00e+00
 16.0	1.01e-02	3.95e-05	4.18e-06	1.00e+00	31068
   .1	1.01e-02	3.95e-05			1.00e+00
 17.0	1.01e-02	3.95e-05	4.18e-06	1.00e+00	30991
   .1	1.01e-02	3.96e-05			1.00e+00
 18.0	1.01e-02	3.96e-05	4.18e-06	1.00e+00	31099
   .1	1.01e-02	3.96e-05			1.00e+00
 19.0	1.01e-02	3.96e-05	4.18e-06	1.00e+00	31007
   .1	1.01e-02	3.97e-05			1.00e+00
 20.0	1.01e-02	3.97e-05	4.18e-06	1.00e+00	31154
   .1	1.01e-02	3.97e-05			1.00e+00
projGN iterated maxIter=20 times but reached only stepNorm of 0.03015418763546035 instead 0.001.


--- Inversion on [256, 128] grid with wTVReg and alpha=2.592943797404667e-6 --- 

 i.LS	       F	       R	alpha[1]	   Jc/J0	 #Active
  1.0	1.01e-02	2.47e-05	2.59e-06	1.00e+00	31099
   .1	1.01e-02	2.48e-05			1.00e+00
  2.0	1.01e-02	2.48e-05	2.59e-06	1.00e+00	31221
   .1	1.01e-02	2.48e-05			1.00e+00
  3.0	1.01e-02	2.48e-05	2.59e-06	1.00e+00	31071
   .1	1.01e-02	2.48e-05			1.00e+00
  4.0	1.01e-02	2.48e-05	2.59e-06	1.00e+00	31255
   .1	1.01e-02	2.49e-05			1.00e+00
  5.0	1.01e-02	2.49e-05	2.59e-06	1.00e+00	31270
   .1	1.01e-02	2.49e-05			1.00e+00
  6.0	1.01e-02	2.49e-05	2.59e-06	1.00e+00	31325
   .1	1.01e-02	2.49e-05			1.00e+00
  7.0	1.01e-02	2.49e-05	2.59e-06	1.00e+00	31323
   .1	1.01e-02	2.50e-05			1.00e+00
  8.0	1.01e-02	2.50e-05	2.59e-06	1.00e+00	31396
   .1	1.01e-02	2.50e-05			1.00e+00
  9.0	1.01e-02	2.50e-05	2.59e-06	1.00e+00	31389
   .1	1.01e-02	2.50e-05			1.00e+00
 10.0	1.01e-02	2.50e-05	2.59e-06	1.00e+00	31456
   .1	1.01e-02	2.50e-05			1.00e+00
 11.0	1.01e-02	2.50e-05	2.59e-06	1.00e+00	31466
   .1	1.01e-02	2.51e-05			1.00e+00
 12.0	1.01e-02	2.51e-05	2.59e-06	1.00e+00	31508
   .1	1.01e-02	2.51e-05			1.00e+00
 13.0	1.01e-02	2.51e-05	2.59e-06	1.00e+00	31550
   .1	1.01e-02	2.51e-05			1.00e+00
 14.0	1.01e-02	2.51e-05	2.59e-06	1.00e+00	31555
   .1	1.01e-02	2.52e-05			1.00e+00
 15.0	1.01e-02	2.52e-05	2.59e-06	1.00e+00	31594
   .1	1.01e-02	2.52e-05			1.00e+00
 16.0	1.01e-02	2.52e-05	2.59e-06	1.00e+00	31593
   .1	1.01e-02	2.52e-05			1.00e+00
 17.0	1.01e-02	2.52e-05	2.59e-06	1.00e+00	31642
   .1	1.01e-02	2.53e-05			1.00e+00
 18.0	1.01e-02	2.53e-05	2.59e-06	1.00e+00	31592
   .1	1.01e-02	2.53e-05			1.00e+00
 19.0	1.01e-02	2.53e-05	2.59e-06	1.00e+00	31673
   .1	1.01e-02	2.53e-05			1.00e+00
 20.0	1.01e-02	2.53e-05	2.59e-06	1.00e+00	31616
   .1	1.01e-02	2.53e-05			1.00e+00
projGN iterated maxIter=20 times but reached only stepNorm of 0.02677328711780691 instead 0.001.


--- Inversion on [256, 128] grid with wTVReg and alpha=1.6102620275609392e-6 --- 

 i.LS	       F	       R	alpha[1]	   Jc/J0	 #Active
  1.0	1.01e-02	1.57e-05	1.61e-06	1.00e+00	31702
   .1	1.01e-02	1.58e-05			1.00e+00
  2.0	1.01e-02	1.58e-05	1.61e-06	1.00e+00	31533
   .1	1.01e-02	1.58e-05			1.00e+00
  3.0	1.01e-02	1.58e-05	1.61e-06	1.00e+00	31696
   .1	1.01e-02	1.58e-05			1.00e+00
  4.0	1.01e-02	1.58e-05	1.61e-06	1.00e+00	31611
   .1	1.01e-02	1.58e-05			1.00e+00
  5.0	1.01e-02	1.58e-05	1.61e-06	1.00e+00	31581
   .1	1.01e-02	1.58e-05			1.00e+00
  6.0	1.01e-02	1.58e-05	1.61e-06	1.00e+00	31488
   .1	1.01e-02	1.58e-05			1.00e+00
   .2	1.01e-02	1.58e-05			1.00e+00
   .3	1.01e-02	1.58e-05			1.00e+00
  7.0	1.01e-02	1.58e-05	1.61e-06	1.00e+00	31429
   .1	1.01e-02	1.58e-05			1.00e+00
  8.0	1.01e-02	1.58e-05	1.61e-06	1.00e+00	31620
   .1	1.01e-02	1.59e-05			1.00e+00
  9.0	1.01e-02	1.59e-05	1.61e-06	1.00e+00	31342
   .1	1.01e-02	1.59e-05			1.00e+00
   .2	1.01e-02	1.59e-05			1.00e+00
   .3	1.01e-02	1.59e-05			1.00e+00
 10.0	1.01e-02	1.59e-05	1.61e-06	1.00e+00	31744
   .1	1.01e-02	1.59e-05			1.00e+00
 11.0	1.01e-02	1.59e-05	1.61e-06	1.00e+00	31764
   .1	1.01e-02	1.59e-05			1.00e+00
 12.0	1.01e-02	1.59e-05	1.61e-06	1.00e+00	31590
   .1	1.01e-02	1.59e-05			1.00e+00
 13.0	1.01e-02	1.59e-05	1.61e-06	1.00e+00	31627
   .1	1.01e-02	1.59e-05			1.00e+00
 14.0	1.01e-02	1.59e-05	1.61e-06	1.00e+00	31588
   .1	1.01e-02	1.59e-05			1.00e+00
   .2	1.01e-02	1.59e-05			1.00e+00
 15.0	1.01e-02	1.59e-05	1.61e-06	1.00e+00	31562
   .1	1.01e-02	1.59e-05			1.00e+00
 16.0	1.01e-02	1.59e-05	1.61e-06	1.00e+00	31512
   .1	1.01e-02	1.59e-05			1.00e+00
 17.0	1.01e-02	1.59e-05	1.61e-06	1.00e+00	31341
   .1	1.01e-02	1.60e-05			1.00e+00
   .2	1.01e-02	1.59e-05			1.00e+00
   .3	1.01e-02	1.59e-05			1.00e+00
 18.0	1.01e-02	1.59e-05	1.61e-06	1.00e+00	31787
   .1	1.01e-02	1.60e-05			1.00e+00
   .2	1.01e-02	1.60e-05			1.00e+00
 19.0	1.01e-02	1.60e-05	1.61e-06	1.00e+00	31804
   .1	1.01e-02	1.60e-05			1.00e+00
   .2	1.01e-02	1.60e-05			1.00e+00
 20.0	1.01e-02	1.60e-05	1.61e-06	1.00e+00	31707
   .1	1.01e-02	1.60e-05			1.00e+00
projGN iterated maxIter=20 times but reached only stepNorm of 0.02593432736018919 instead 0.001.


--- Inversion on [256, 128] grid with wTVReg and alpha=1.0e-6 --- 

 i.LS	       F	       R	alpha[1]	   Jc/J0	 #Active
  1.0	1.01e-02	9.92e-06	1.00e-06	1.00e+00	31783
   .1	1.01e-02	9.93e-06			1.00e+00
   .2	1.01e-02	9.93e-06			1.00e+00
  2.0	1.01e-02	9.93e-06	1.00e-06	1.00e+00	31723
   .1	1.01e-02	9.95e-06			1.00e+00
   .2	1.01e-02	9.94e-06			1.00e+00
  3.0	1.01e-02	9.94e-06	1.00e-06	1.00e+00	31841
   .1	1.01e-02	9.95e-06			1.00e+00
   .2	1.01e-02	9.94e-06			1.00e+00
  4.0	1.01e-02	9.94e-06	1.00e-06	1.00e+00	31738
   .1	1.01e-02	9.97e-06			1.00e+00
  5.0	1.01e-02	9.97e-06	1.00e-06	1.00e+00	31837
   .1	1.01e-02	9.97e-06			1.00e+00
  6.0	1.01e-02	9.97e-06	1.00e-06	1.00e+00	31439
   .1	1.01e-02	9.98e-06			1.00e+00
   .2	1.01e-02	9.97e-06			1.00e+00
   .3	1.01e-02	9.97e-06			1.00e+00
  7.0	1.01e-02	9.97e-06	1.00e-06	1.00e+00	31827
   .1	1.01e-02	9.99e-06			1.00e+00
   .2	1.01e-02	9.98e-06			1.00e+00
  8.0	1.01e-02	9.98e-06	1.00e-06	1.00e+00	31738
   .1	1.01e-02	1.00e-05			1.00e+00
   .2	1.01e-02	9.99e-06			1.00e+00
  9.0	1.01e-02	9.99e-06	1.00e-06	1.00e+00	31886
   .1	1.01e-02	1.00e-05			1.00e+00
 10.0	1.01e-02	1.00e-05	1.00e-06	1.00e+00	31503
   .1	1.01e-02	1.00e-05			1.00e+00
   .2	1.01e-02	1.00e-05			1.00e+00
   .3	1.01e-02	1.00e-05			1.00e+00
   .4	1.01e-02	1.00e-05			1.00e+00
   .5	1.01e-02	1.00e-05			1.00e+00
 11.0	1.01e-02	1.00e-05	1.00e-06	1.00e+00	31813
   .1	1.01e-02	1.00e-05			1.00e+00
   .2	1.01e-02	1.00e-05			1.00e+00
 12.0	1.01e-02	1.00e-05	1.00e-06	1.00e+00	31878
   .1	1.01e-02	1.00e-05			1.00e+00
 13.0	1.01e-02	1.00e-05	1.00e-06	1.00e+00	31806
   .1	1.01e-02	1.00e-05			1.00e+00
   .2	1.01e-02	1.00e-05			1.00e+00
 14.0	1.01e-02	1.00e-05	1.00e-06	1.00e+00	31688
   .1	1.01e-02	1.00e-05			1.00e+00
   .2	1.01e-02	1.00e-05			1.00e+00
 15.0	1.01e-02	1.00e-05	1.00e-06	1.00e+00	31890
   .1	1.01e-02	1.00e-05			1.00e+00
   .2	1.01e-02	1.00e-05			1.00e+00
 16.0	1.01e-02	1.00e-05	1.00e-06	1.00e+00	31724
   .1	1.01e-02	1.00e-05			1.00e+00
 17.0	1.01e-02	1.00e-05	1.00e-06	1.00e+00	31932
   .1	1.01e-02	1.01e-05			1.00e+00
 18.0	1.01e-02	1.01e-05	1.00e-06	1.00e+00	31604
   .1	1.01e-02	1.01e-05			1.00e+00
   .2	1.01e-02	1.01e-05			1.00e+00
   .3	1.01e-02	1.01e-05			1.00e+00
   .4	1.01e-02	1.01e-05			1.00e+00
   .5	1.01e-02	1.01e-05			1.00e+00
   .6	1.01e-02	1.01e-05			1.00e+00
projGN reached desired accuracy at iteration 18.

 no PDE solves: 	32580

 overall runtime: 212.705170823
