

--- Inversion on [96, 48, 48] grid with wTVReg and alpha=1.0 --- 

 i.LS	       F	       R	alpha[1]	   Jc/J0	 #Active
   .1	1.24e-02	1.86e-04			9.98e-01
 12.0	1.24e-02	1.86e-04	4.52e-05	9.98e-01	204867
   .1	1.24e-02	1.87e-04			9.98e-01
 13.0	1.24e-02	1.87e-04	4.52e-05	9.98e-01	205067
   .1	1.24e-02	1.87e-04			9.98e-01
 14.0	1.24e-02	1.87e-04	4.52e-05	9.98e-01	205352
   .1	1.24e-02	1.88e-04			9.98e-01
 15.0	1.24e-02	1.88e-04	4.52e-05	9.98e-01	205542
   .1	1.24e-02	1.89e-04			9.98e-01
 16.0	1.24e-02	1.89e-04	4.52e-05	9.98e-01	205848
   .1	1.24e-02	1.89e-04			9.98e-01
 17.0	1.24e-02	1.89e-04	4.52e-05	9.98e-01	206011
   .1	1.24e-02	1.90e-04			9.98e-01
 18.0	1.24e-02	1.90e-04	4.52e-05	9.98e-01	206283
   .1	1.24e-02	1.91e-04			9.98e-01
 19.0	1.24e-02	1.91e-04	4.52e-05	9.98e-01	206582
   .1	1.24e-02	1.92e-04			9.98e-01
 20.0	1.24e-02	1.92e-04	4.52e-05	9.98e-01	206903
   .1	1.23e-02	1.92e-04			9.98e-01
projGN iterated maxIter=20 times but reached only stepNorm of 0.09999999999999998 instead 0.001.


--- Inversion on [96, 48, 48] grid with wTVReg and alpha=2.8072162039411757e-5 --- 

 i.LS	       F	       R	alpha[1]	   Jc/J0	 #Active
  1.0	1.23e-02	1.19e-04	2.81e-05	1.00e+00	207153
   .1	1.23e-02	1.20e-04			1.00e+00
  2.0	1.23e-02	1.20e-04	2.81e-05	1.00e+00	207368
   .1	1.23e-02	1.21e-04			1.00e+00
  3.0	1.23e-02	1.21e-04	2.81e-05	1.00e+00	207515
   .1	1.23e-02	1.21e-04			1.00e+00
  4.0	1.23e-02	1.21e-04	2.81e-05	1.00e+00	207698
   .1	1.23e-02	1.22e-04			1.00e+00
  5.0	1.23e-02	1.22e-04	2.81e-05	1.00e+00	207928
   .1	1.23e-02	1.22e-04			9.99e-01
  6.0	1.23e-02	1.22e-04	2.81e-05	9.99e-01	208133
   .1	1.23e-02	1.23e-04			9.99e-01
  7.0	1.23e-02	1.23e-04	2.81e-05	9.99e-01	208337
   .1	1.23e-02	1.23e-04			9.99e-01
  8.0	1.23e-02	1.23e-04	2.81e-05	9.99e-01	208489
   .1	1.23e-02	1.23e-04			9.99e-01
  9.0	1.23e-02	1.23e-04	2.81e-05	9.99e-01	208628
   .1	1.23e-02	1.24e-04			9.99e-01
 10.0	1.23e-02	1.24e-04	2.81e-05	9.99e-01	208734
   .1	1.23e-02	1.24e-04			9.99e-01
 11.0	1.23e-02	1.24e-04	2.81e-05	9.99e-01	208863
   .1	1.23e-02	1.24e-04			9.99e-01
 12.0	1.23e-02	1.24e-04	2.81e-05	9.99e-01	208974
   .1	1.23e-02	1.25e-04			9.99e-01
 13.0	1.23e-02	1.25e-04	2.81e-05	9.99e-01	209074
   .1	1.23e-02	1.25e-04			9.99e-01
 14.0	1.23e-02	1.25e-04	2.81e-05	9.99e-01	209285
   .1	1.23e-02	1.26e-04			9.99e-01
 15.0	1.23e-02	1.26e-04	2.81e-05	9.99e-01	209465
   .1	1.23e-02	1.26e-04			9.99e-01
 16.0	1.23e-02	1.26e-04	2.81e-05	9.99e-01	209583
   .1	1.23e-02	1.26e-04			9.99e-01
 17.0	1.23e-02	1.26e-04	2.81e-05	9.99e-01	209716
   .1	1.23e-02	1.27e-04			9.99e-01
 18.0	1.23e-02	1.27e-04	2.81e-05	9.99e-01	209752
   .1	1.23e-02	1.27e-04			9.99e-01
 19.0	1.23e-02	1.27e-04	2.81e-05	9.99e-01	209853
   .1	1.23e-02	1.27e-04			9.99e-01
 20.0	1.23e-02	1.27e-04	2.81e-05	9.99e-01	209913
   .1	1.23e-02	1.28e-04			9.99e-01
projGN iterated maxIter=20 times but reached only stepNorm of 0.10000000000000003 instead 0.001.


--- Inversion on [96, 48, 48] grid with wTVReg and alpha=1.7433288221999873e-5 --- 

 i.LS	       F	       R	alpha[1]	   Jc/J0	 #Active
  1.0	1.23e-02	7.92e-05	1.74e-05	1.00e+00	210106
   .1	1.23e-02	7.96e-05			1.00e+00
  2.0	1.23e-02	7.96e-05	1.74e-05	1.00e+00	210185
   .1	1.23e-02	7.99e-05			1.00e+00
  3.0	1.23e-02	7.99e-05	1.74e-05	1.00e+00	210280
   .1	1.23e-02	8.02e-05			1.00e+00
  4.0	1.23e-02	8.02e-05	1.74e-05	1.00e+00	210461
   .1	1.23e-02	8.05e-05			1.00e+00
  5.0	1.23e-02	8.05e-05	1.74e-05	1.00e+00	210616
   .1	1.23e-02	8.08e-05			1.00e+00
  6.0	1.23e-02	8.08e-05	1.74e-05	1.00e+00	210778
   .1	1.23e-02	8.10e-05			1.00e+00
  7.0	1.23e-02	8.10e-05	1.74e-05	1.00e+00	210900
   .1	1.23e-02	8.13e-05			1.00e+00
  8.0	1.23e-02	8.13e-05	1.74e-05	1.00e+00	211094
   .1	1.23e-02	8.15e-05			1.00e+00
  9.0	1.23e-02	8.15e-05	1.74e-05	1.00e+00	211151
   .1	1.23e-02	8.17e-05			9.99e-01
 10.0	1.23e-02	8.17e-05	1.74e-05	9.99e-01	211271
   .1	1.23e-02	8.19e-05			9.99e-01
 11.0	1.23e-02	8.19e-05	1.74e-05	9.99e-01	211331
   .1	1.23e-02	8.21e-05			9.99e-01
 12.0	1.23e-02	8.21e-05	1.74e-05	9.99e-01	211461
   .1	1.23e-02	8.23e-05			9.99e-01
 13.0	1.23e-02	8.23e-05	1.74e-05	9.99e-01	211503
   .1	1.23e-02	8.24e-05			9.99e-01
 14.0	1.23e-02	8.24e-05	1.74e-05	9.99e-01	211607
   .1	1.23e-02	8.25e-05			9.99e-01
 15.0	1.23e-02	8.25e-05	1.74e-05	9.99e-01	211601
   .1	1.23e-02	8.26e-05			9.99e-01
 16.0	1.23e-02	8.26e-05	1.74e-05	9.99e-01	211673
   .1	1.23e-02	8.27e-05			9.99e-01
 17.0	1.23e-02	8.27e-05	1.74e-05	9.99e-01	211670
   .1	1.23e-02	8.28e-05			9.99e-01
 18.0	1.23e-02	8.28e-05	1.74e-05	9.99e-01	211726
   .1	1.23e-02	8.29e-05			9.99e-01
 19.0	1.23e-02	8.29e-05	1.74e-05	9.99e-01	211704
   .1	1.23e-02	8.29e-05			9.99e-01
 20.0	1.23e-02	8.29e-05	1.74e-05	9.99e-01	211742
   .1	1.23e-02	8.30e-05			9.99e-01
projGN iterated maxIter=20 times but reached only stepNorm of 0.1 instead 0.001.


--- Inversion on [96, 48, 48] grid with wTVReg and alpha=1.082636733874054e-5 --- 

 i.LS	       F	       R	alpha[1]	   Jc/J0	 #Active
  1.0	1.23e-02	5.16e-05	1.08e-05	1.00e+00	211761
   .1	1.23e-02	5.16e-05			1.00e+00
  2.0	1.23e-02	5.16e-05	1.08e-05	1.00e+00	211690
   .1	1.23e-02	5.18e-05			1.00e+00
  3.0	1.23e-02	5.18e-05	1.08e-05	1.00e+00	211621
   .1	1.23e-02	5.20e-05			1.00e+00
  4.0	1.23e-02	5.20e-05	1.08e-05	1.00e+00	211726
   .1	1.23e-02	5.21e-05			1.00e+00
  5.0	1.23e-02	5.21e-05	1.08e-05	1.00e+00	211825
   .1	1.23e-02	5.23e-05			1.00e+00
  6.0	1.23e-02	5.23e-05	1.08e-05	1.00e+00	211962
   .1	1.23e-02	5.24e-05			1.00e+00
  7.0	1.23e-02	5.24e-05	1.08e-05	1.00e+00	212001
   .1	1.23e-02	5.25e-05			1.00e+00
  8.0	1.23e-02	5.25e-05	1.08e-05	1.00e+00	212111
   .1	1.23e-02	5.26e-05			1.00e+00
  9.0	1.23e-02	5.26e-05	1.08e-05	1.00e+00	212093
   .1	1.23e-02	5.27e-05			1.00e+00
 10.0	1.23e-02	5.27e-05	1.08e-05	1.00e+00	212188
   .1	1.23e-02	5.29e-05			1.00e+00
 11.0	1.23e-02	5.29e-05	1.08e-05	1.00e+00	212206
   .1	1.23e-02	5.30e-05			1.00e+00
 12.0	1.23e-02	5.30e-05	1.08e-05	1.00e+00	212347
   .1	1.23e-02	5.31e-05			1.00e+00
 13.0	1.23e-02	5.31e-05	1.08e-05	1.00e+00	212367
   .1	1.23e-02	5.32e-05			1.00e+00
 14.0	1.23e-02	5.32e-05	1.08e-05	1.00e+00	212407
   .1	1.23e-02	5.33e-05			1.00e+00
 15.0	1.23e-02	5.33e-05	1.08e-05	1.00e+00	212330
   .1	1.23e-02	5.34e-05			9.99e-01
 16.0	1.23e-02	5.34e-05	1.08e-05	9.99e-01	212340
   .1	1.23e-02	5.35e-05			9.99e-01
 17.0	1.23e-02	5.35e-05	1.08e-05	9.99e-01	212358
   .1	1.23e-02	5.36e-05			9.99e-01
 18.0	1.23e-02	5.36e-05	1.08e-05	9.99e-01	212394
   .1	1.23e-02	5.36e-05			9.99e-01
 19.0	1.23e-02	5.36e-05	1.08e-05	9.99e-01	212434
   .1	1.23e-02	5.37e-05			9.99e-01
 20.0	1.23e-02	5.37e-05	1.08e-05	9.99e-01	212457
   .1	1.23e-02	5.38e-05			9.99e-01
projGN iterated maxIter=20 times but reached only stepNorm of 0.09999999999999998 instead 0.001.


--- Inversion on [96, 48, 48] grid with wTVReg and alpha=6.723357536499335e-6 --- 

 i.LS	       F	       R	alpha[1]	   Jc/J0	 #Active
  1.0	1.23e-02	3.34e-05	6.72e-06	1.00e+00	212521
   .1	1.23e-02	3.35e-05			1.00e+00
  2.0	1.23e-02	3.35e-05	6.72e-06	1.00e+00	212389
   .1	1.23e-02	3.35e-05			1.00e+00
  3.0	1.23e-02	3.35e-05	6.72e-06	1.00e+00	212369
   .1	1.23e-02	3.36e-05			1.00e+00
  4.0	1.23e-02	3.36e-05	6.72e-06	1.00e+00	212454
   .1	1.23e-02	3.37e-05			1.00e+00
  5.0	1.23e-02	3.37e-05	6.72e-06	1.00e+00	212496
   .1	1.23e-02	3.38e-05			1.00e+00
  6.0	1.23e-02	3.38e-05	6.72e-06	1.00e+00	212605
   .1	1.23e-02	3.38e-05			1.00e+00
  7.0	1.23e-02	3.38e-05	6.72e-06	1.00e+00	212677
   .1	1.23e-02	3.39e-05			1.00e+00
  8.0	1.23e-02	3.39e-05	6.72e-06	1.00e+00	212738
   .1	1.23e-02	3.39e-05			1.00e+00
  9.0	1.23e-02	3.39e-05	6.72e-06	1.00e+00	212786
   .1	1.23e-02	3.40e-05			1.00e+00
 10.0	1.23e-02	3.40e-05	6.72e-06	1.00e+00	212839
   .1	1.23e-02	3.40e-05			1.00e+00
 11.0	1.23e-02	3.40e-05	6.72e-06	1.00e+00	212889
   .1	1.23e-02	3.41e-05			1.00e+00
 12.0	1.23e-02	3.41e-05	6.72e-06	1.00e+00	212895
   .1	1.23e-02	3.41e-05			1.00e+00
 13.0	1.23e-02	3.41e-05	6.72e-06	1.00e+00	212933
   .1	1.23e-02	3.41e-05			1.00e+00
 14.0	1.23e-02	3.41e-05	6.72e-06	1.00e+00	212947
   .1	1.23e-02	3.41e-05			1.00e+00
 15.0	1.23e-02	3.41e-05	6.72e-06	1.00e+00	212973
   .1	1.23e-02	3.41e-05			1.00e+00
 16.0	1.23e-02	3.41e-05	6.72e-06	1.00e+00	212944
   .1	1.23e-02	3.42e-05			1.00e+00
 17.0	1.23e-02	3.42e-05	6.72e-06	1.00e+00	212977
   .1	1.23e-02	3.42e-05			1.00e+00
 18.0	1.23e-02	3.42e-05	6.72e-06	1.00e+00	212986
   .1	1.23e-02	3.42e-05			1.00e+00
 19.0	1.23e-02	3.42e-05	6.72e-06	1.00e+00	212999
   .1	1.23e-02	3.43e-05			1.00e+00
 20.0	1.23e-02	3.43e-05	6.72e-06	1.00e+00	213000
   .1	1.23e-02	3.43e-05			1.00e+00
projGN iterated maxIter=20 times but reached only stepNorm of 0.08549699900451099 instead 0.001.


--- Inversion on [96, 48, 48] grid with wTVReg and alpha=4.1753189365604e-6 --- 

 i.LS	       F	       R	alpha[1]	   Jc/J0	 #Active
  1.0	1.23e-02	2.13e-05	4.18e-06	1.00e+00	212997
   .1	1.23e-02	2.14e-05			1.00e+00
  2.0	1.23e-02	2.14e-05	4.18e-06	1.00e+00	212873
   .1	1.23e-02	2.14e-05			1.00e+00
  3.0	1.23e-02	2.14e-05	4.18e-06	1.00e+00	212766
   .1	1.23e-02	2.14e-05			1.00e+00
  4.0	1.23e-02	2.14e-05	4.18e-06	1.00e+00	212711
   .1	1.23e-02	2.15e-05			1.00e+00
  5.0	1.23e-02	2.15e-05	4.18e-06	1.00e+00	212675
   .1	1.23e-02	2.15e-05			1.00e+00
  6.0	1.23e-02	2.15e-05	4.18e-06	1.00e+00	212579
   .1	1.23e-02	2.15e-05			1.00e+00
  7.0	1.23e-02	2.15e-05	4.18e-06	1.00e+00	212550
   .1	1.23e-02	2.15e-05			1.00e+00
  8.0	1.23e-02	2.15e-05	4.18e-06	1.00e+00	212498
   .1	1.23e-02	2.16e-05			1.00e+00
  9.0	1.23e-02	2.16e-05	4.18e-06	1.00e+00	212401
   .1	1.23e-02	2.16e-05			1.00e+00
 10.0	1.23e-02	2.16e-05	4.18e-06	1.00e+00	212381
   .1	1.23e-02	2.16e-05			1.00e+00
 11.0	1.23e-02	2.16e-05	4.18e-06	1.00e+00	212371
   .1	1.23e-02	2.16e-05			1.00e+00
 12.0	1.23e-02	2.16e-05	4.18e-06	1.00e+00	212341
   .1	1.23e-02	2.16e-05			1.00e+00
 13.0	1.23e-02	2.16e-05	4.18e-06	1.00e+00	212342
   .1	1.23e-02	2.16e-05			1.00e+00
 14.0	1.23e-02	2.16e-05	4.18e-06	1.00e+00	212340
   .1	1.23e-02	2.16e-05			1.00e+00
 15.0	1.23e-02	2.16e-05	4.18e-06	1.00e+00	212345
   .1	1.23e-02	2.17e-05			1.00e+00
 16.0	1.23e-02	2.17e-05	4.18e-06	1.00e+00	212323
   .1	1.23e-02	2.17e-05			1.00e+00
 17.0	1.23e-02	2.17e-05	4.18e-06	1.00e+00	212329
   .1	1.23e-02	2.17e-05			1.00e+00
 18.0	1.23e-02	2.17e-05	4.18e-06	1.00e+00	212408
   .1	1.23e-02	2.17e-05			1.00e+00
 19.0	1.23e-02	2.17e-05	4.18e-06	1.00e+00	212362
   .1	1.23e-02	2.18e-05			1.00e+00
 20.0	1.23e-02	2.18e-05	4.18e-06	1.00e+00	212279
   .1	1.23e-02	2.18e-05			1.00e+00
projGN iterated maxIter=20 times but reached only stepNorm of 0.09999999999999998 instead 0.001.


--- Inversion on [96, 48, 48] grid with wTVReg and alpha=2.592943797404667e-6 --- 

 i.LS	       F	       R	alpha[1]	   Jc/J0	 #Active
  1.0	1.23e-02	1.35e-05	2.59e-06	1.00e+00	212194
   .1	1.23e-02	1.35e-05			1.00e+00
  2.0	1.23e-02	1.35e-05	2.59e-06	1.00e+00	212096
   .1	1.23e-02	1.35e-05			1.00e+00
  3.0	1.23e-02	1.35e-05	2.59e-06	1.00e+00	211999
   .1	1.23e-02	1.35e-05			1.00e+00
  4.0	1.23e-02	1.35e-05	2.59e-06	1.00e+00	211953
   .1	1.23e-02	1.36e-05			1.00e+00
  5.0	1.23e-02	1.36e-05	2.59e-06	1.00e+00	211936
   .1	1.23e-02	1.36e-05			1.00e+00
  6.0	1.23e-02	1.36e-05	2.59e-06	1.00e+00	211887
   .1	1.23e-02	1.36e-05			1.00e+00
  7.0	1.23e-02	1.36e-05	2.59e-06	1.00e+00	211883
   .1	1.23e-02	1.36e-05			1.00e+00
  8.0	1.23e-02	1.36e-05	2.59e-06	1.00e+00	211880
   .1	1.23e-02	1.36e-05			1.00e+00
  9.0	1.23e-02	1.36e-05	2.59e-06	1.00e+00	211849
   .1	1.23e-02	1.36e-05			1.00e+00
 10.0	1.23e-02	1.36e-05	2.59e-06	1.00e+00	211835
   .1	1.23e-02	1.36e-05			1.00e+00
 11.0	1.23e-02	1.36e-05	2.59e-06	1.00e+00	211818
   .1	1.23e-02	1.36e-05			1.00e+00
 12.0	1.23e-02	1.36e-05	2.59e-06	1.00e+00	211824
   .1	1.23e-02	1.36e-05			1.00e+00
 13.0	1.23e-02	1.36e-05	2.59e-06	1.00e+00	211806
   .1	1.23e-02	1.36e-05			1.00e+00
 14.0	1.23e-02	1.36e-05	2.59e-06	1.00e+00	211822
   .1	1.23e-02	1.36e-05			1.00e+00
 15.0	1.23e-02	1.36e-05	2.59e-06	1.00e+00	211799
   .1	1.23e-02	1.37e-05			1.00e+00
 16.0	1.23e-02	1.37e-05	2.59e-06	1.00e+00	211805
   .1	1.23e-02	1.37e-05			1.00e+00
 17.0	1.23e-02	1.37e-05	2.59e-06	1.00e+00	211837
   .1	1.23e-02	1.37e-05			1.00e+00
 18.0	1.23e-02	1.37e-05	2.59e-06	1.00e+00	211840
   .1	1.23e-02	1.37e-05			1.00e+00
 19.0	1.23e-02	1.37e-05	2.59e-06	1.00e+00	211874
   .1	1.23e-02	1.37e-05			1.00e+00
 20.0	1.23e-02	1.37e-05	2.59e-06	1.00e+00	211875
   .1	1.23e-02	1.37e-05			1.00e+00
projGN iterated maxIter=20 times but reached only stepNorm of 0.09999999999999998 instead 0.001.


--- Inversion on [96, 48, 48] grid with wTVReg and alpha=1.6102620275609392e-6 --- 

 i.LS	       F	       R	alpha[1]	   Jc/J0	 #Active
  1.0	1.23e-02	8.50e-06	1.61e-06	1.00e+00	211907
   .1	1.23e-02	8.51e-06			1.00e+00
  2.0	1.23e-02	8.51e-06	1.61e-06	1.00e+00	211900
   .1	1.23e-02	8.52e-06			1.00e+00
  3.0	1.23e-02	8.52e-06	1.61e-06	1.00e+00	211908
   .1	1.23e-02	8.52e-06			1.00e+00
  4.0	1.23e-02	8.52e-06	1.61e-06	1.00e+00	211892
   .1	1.23e-02	8.53e-06			1.00e+00
  5.0	1.23e-02	8.53e-06	1.61e-06	1.00e+00	211902
   .1	1.23e-02	8.53e-06			1.00e+00
  6.0	1.23e-02	8.53e-06	1.61e-06	1.00e+00	211912
   .1	1.23e-02	8.54e-06			1.00e+00
  7.0	1.23e-02	8.54e-06	1.61e-06	1.00e+00	211914
   .1	1.23e-02	8.54e-06			1.00e+00
  8.0	1.23e-02	8.54e-06	1.61e-06	1.00e+00	211907
   .1	1.23e-02	8.55e-06			1.00e+00
  9.0	1.23e-02	8.55e-06	1.61e-06	1.00e+00	211938
   .1	1.23e-02	8.55e-06			1.00e+00
 10.0	1.23e-02	8.55e-06	1.61e-06	1.00e+00	211930
   .1	1.23e-02	8.56e-06			1.00e+00
 11.0	1.23e-02	8.56e-06	1.61e-06	1.00e+00	211962
   .1	1.23e-02	8.56e-06			1.00e+00
 12.0	1.23e-02	8.56e-06	1.61e-06	1.00e+00	211976
   .1	1.23e-02	8.57e-06			1.00e+00
 13.0	1.23e-02	8.57e-06	1.61e-06	1.00e+00	211998
   .1	1.23e-02	8.57e-06			1.00e+00
 14.0	1.23e-02	8.57e-06	1.61e-06	1.00e+00	211975
   .1	1.23e-02	8.58e-06			1.00e+00
 15.0	1.23e-02	8.58e-06	1.61e-06	1.00e+00	212058
   .1	1.23e-02	8.58e-06			1.00e+00
 16.0	1.23e-02	8.58e-06	1.61e-06	1.00e+00	212034
   .1	1.23e-02	8.59e-06			1.00e+00
 17.0	1.23e-02	8.59e-06	1.61e-06	1.00e+00	212116
   .1	1.23e-02	8.59e-06			1.00e+00
 18.0	1.23e-02	8.59e-06	1.61e-06	1.00e+00	212158
   .1	1.23e-02	8.60e-06			1.00e+00
 19.0	1.23e-02	8.60e-06	1.61e-06	1.00e+00	212226
   .1	1.23e-02	8.60e-06			1.00e+00
 20.0	1.23e-02	8.60e-06	1.61e-06	1.00e+00	212272
   .1	1.23e-02	8.61e-06			1.00e+00
projGN iterated maxIter=20 times but reached only stepNorm of 0.09999999999999998 instead 0.001.


--- Inversion on [96, 48, 48] grid with wTVReg and alpha=1.0e-6 --- 

 i.LS	       F	       R	alpha[1]	   Jc/J0	 #Active
  1.0	1.23e-02	5.35e-06	1.00e-06	1.00e+00	212319
   .1	1.23e-02	5.35e-06			1.00e+00
  2.0	1.23e-02	5.35e-06	1.00e-06	1.00e+00	212355
   .1	1.23e-02	5.35e-06			1.00e+00
  3.0	1.23e-02	5.35e-06	1.00e-06	1.00e+00	212392
   .1	1.23e-02	5.36e-06			1.00e+00
  4.0	1.23e-02	5.36e-06	1.00e-06	1.00e+00	212377
   .1	1.23e-02	5.36e-06			1.00e+00
  5.0	1.23e-02	5.36e-06	1.00e-06	1.00e+00	212428
   .1	1.23e-02	5.36e-06			1.00e+00
  6.0	1.23e-02	5.36e-06	1.00e-06	1.00e+00	212405
   .1	1.23e-02	5.37e-06			1.00e+00
  7.0	1.23e-02	5.37e-06	1.00e-06	1.00e+00	212501
   .1	1.23e-02	5.37e-06			1.00e+00
  8.0	1.23e-02	5.37e-06	1.00e-06	1.00e+00	212479
   .1	1.23e-02	5.37e-06			1.00e+00
  9.0	1.23e-02	5.37e-06	1.00e-06	1.00e+00	212554
   .1	1.23e-02	5.38e-06			1.00e+00
 10.0	1.23e-02	5.38e-06	1.00e-06	1.00e+00	212522
   .1	1.23e-02	5.38e-06			1.00e+00
 11.0	1.23e-02	5.38e-06	1.00e-06	1.00e+00	212598
   .1	1.23e-02	5.38e-06			1.00e+00
 12.0	1.23e-02	5.38e-06	1.00e-06	1.00e+00	212572
   .1	1.23e-02	5.39e-06			1.00e+00
 13.0	1.23e-02	5.39e-06	1.00e-06	1.00e+00	212633
   .1	1.23e-02	5.39e-06			1.00e+00
 14.0	1.23e-02	5.39e-06	1.00e-06	1.00e+00	212604
   .1	1.23e-02	5.39e-06			1.00e+00
 15.0	1.23e-02	5.39e-06	1.00e-06	1.00e+00	212656
   .1	1.23e-02	5.40e-06			1.00e+00
 16.0	1.23e-02	5.40e-06	1.00e-06	1.00e+00	212631
   .1	1.23e-02	5.40e-06			1.00e+00
 17.0	1.23e-02	5.40e-06	1.00e-06	1.00e+00	212679
   .1	1.23e-02	5.40e-06			1.00e+00
 18.0	1.23e-02	5.40e-06	1.00e-06	1.00e+00	212681
   .1	1.23e-02	5.41e-06			1.00e+00
 19.0	1.23e-02	5.41e-06	1.00e-06	1.00e+00	212714
   .1	1.23e-02	5.41e-06			1.00e+00
 20.0	1.23e-02	5.41e-06	1.00e-06	1.00e+00	212702
   .1	1.23e-02	5.41e-06			1.00e+00
projGN iterated maxIter=20 times but reached only stepNorm of 0.09999999999999998 instead 0.001.

 no PDE solves: 	30892

 overall runtime: 2868.007146956
